from Venny,,,
CA2,,,
CA7,,,
CA6,,,
CA9,,,
CA4,,,
FUT7,,,
SQLE,,,
LDHA,,,
LDHB,,,
TTR,,,
ESR2,,,
COMT,,,
BCL2L1,,,
IGF1R,,,
ALK,,,
SERPINE1,,,
ALB,,,
LCK,,,
MMP8,,,
ESR1,,,
ERN1,,,
PARP1,,,
AURKB,,,
SRC,,,
PTK2,,,
KDR,,,
MET,,,
NEK2,,,
AXL,,,
TYMS,,,
PTPRB,,,
POLB,,,
ELANE,,,
CNR2,,,
ADRA2B,,,
ADRB2,,,
DRD2,,,
ADRA1A,,,
RARG,,,
RARB,,,
MCL1,,,
DYRK1A,,,
AKR1B1,,,
OGA,,,
CDK2,,,
ACHE,,,
AKR1C1,,,
FASN,,,
STS,,,
EGFR,,,
TLR4,,,
HSD17B1,,,
IDO1,,,
BCL2,,,
PIN1,,,
ENPEP,,,
CYP19A1,,,
CDA,,,
PTGS1,,,
PTGS2,,,
RXRA,,,
KDM2A,,,
PHF8,,,
RARA,,,
CES2,,,
AR,,,
GSK3B,,,
MPO,,,
HSD17B2,,,
CNR1,,,
CES1,,,
ALOX5,,,
CDK1,,,
SLC6A2,,,
SHBG,,,
GSTA1,,,
ALOX15,,,
CFTR,,,
ALDH2,,,
F3,,,
PTPN1,,,
DPP4,,,
SLC6A4,,,
TACR2,,,
CHRM3,,,
ADRB3,,,
ADORA3,,,
HDAC6,,,
MMP9,,,
MMP1,,,
MMP2,,,
FABP4,,,
ALOX12,,,
FBP1,,,
PTPRC,,,
PLA2G4A,,,
PPARG,,,
GRM2,,,
NR1I3,,,
ADH1B,,,
ADH7,,,
ADH1C,,,
ALDH1A1,,,
CYP2A6,,,
PGR,,,
NR4A1,,,
IMPDH2,,,
HSPA1A,,,
PTK2B,,,
CYP17A1,,,
EPHX1,,,
CDC25B,,,
JAK1,,,
JAK2,,,
NOTUM,,,
PPARA,,,
FABP5,,,
PPARD,,,
FFAR1,,,
FABP2,,,
TYMP,,,
IKBKB,,,
TPO,,,
CYP2C19,,,
GSR,,,
PIM1,,,
NR3C1,,,
HMOX1,,,
PABPC1,,,
NOS2,,,
G6PD,,,
GABBR1,,,
SIRT2,,,
AHR,,,
TDP2,,,
PLK1,,,
CHRNA7,,,
XDH,,,
NQO1,,,
HDAC3,,,
HDAC2,,,
HDAC1,,,
NOS1,,,
ERBB2,,,
CYP1A2,,,
MIF,,,
SNCA,,,
CXCR3,,,
RBP4,,,
ACACB,,,
SOAT1,,,
MAP3K7,,,
TEK,,,
RORC,,,
F2R,,,
HPGD,,,
AVPR2,,,
MAPK14,,,
MGLL,,,
NAMPT,,,
CTSK,,,
CTSS,,,
CTSL,,,
ROCK2,,,
FAAH,,,
KCNH2,,,
ROCK1,,,
ACACA,,,
CYP3A4,,,
CTSB,,,
MDM2,,,
SMO,,,
AURKA,,,
ICAM1,,,
SELE,,,
MAP2K2,,,
NOD1,,,
NOD2,,,
EIF2AK3,,,
FGFR1,,,
TGFBR1,,,
PTGES,,,
ASAH1,,,
SGK1,,,
CYP2C9,,,
MMP13,,,
MTOR,,,
PIK3CD,,,
PIK3CG,,,
ADAM17,,,
PIK3CA,,,
CDC25A,,,
HSD11B1,,,
AKR1B10,,,
VDR,,,
UGT2B7,,,
PTGER2,,,
GPBAR1,,,
HSD11B2,,,
GSTK1,,,
LTA4H,,,
NR0B2,,,
CDC45,,,
TERT,,,
FABP1,,,
FFAR4,,,
SLC16A1,,,
